customer_text_clean,spotify_text_clean,intent
i need an explanation,Hey there! Can you tell us what you're looking for? We'll check /RH,General / Other Support
is the servers down because i cant log in or request a password reset?,Hi there! That doesn't sound right. Can you DM us your account's username/email? A screenshot of any error messages would also be handy /LP,Account / Login
"please let me swipe on a track to add it to my queue on the android app; just switched from iOS and the extra clicks are painful. My only gripe with a great app, love you guys!","Hey Ben! We can see how that’d be handy. It's something for the team to consider, and we'll make sure it reaches them /CO",App / Device Issue
Appreciate it !,Anytime 🎉 /Q,General / Other Support
"Samsung Galaxy S7 using Android 7.0. I just updated my app today and tried uninstalling and reinstalling, so it is the most recent version",Got it. Can you fire over your account's email address or username? We'll take a look backstage /PB,App / Device Issue
"why did I️ get charged $16.23? I️ normally get charge $10.81. I also normally get charged on the 24th of every month, not the 15th like I️ did this month.",Hi Brigit! The cavalry's here. Could you DM us your account's email address? We'll take a look backstage /AU,Premium / Billing / Subscription
"Having some playback issues. Web player and app both won't play ""in album"" on my laptop. Clicking same song on artist front page works, but not in album itself. Any suggestions?",Hey there! That's not cool. Does logging out > restarting the devices > logging back in help? Keep us posted /PX,Playback / Streaming Issue
unable to log into spotify android app normal login or facebook - says I'm offline but am not did the app update break something,"Hey Nick! Can you send us a screenshot of what you're seeing? Also, can you DM us your account's email address? We'll take a look backstage /SJ",Account / Login
App,Thanks! Could you try uninstalling and reinstalling the app? Let us know how it goes /DF,General / Other Support
Hey Wanna take a look at and sort things out? 3-4 different artists under one name.,Thanks. We'll get this reported. Great detective work! /DF,General / Other Support
"You would have thought you could have told me ""oh this looks weird ,your password has been reset from the Philippines + used on new device""",We've just sent a DM your way. Let's carry on chatting there /JN,Account / Login
"iPhone 7, OS 11.1.1",Thanks for shooting over that info. Does logging out > restarting the device > logging back in help? Let us know how it goes /VV,App / Device Issue
"Fix your app.. please? A lot of people I know, me included, are having CD like skipping issues on android. 😢",Hey there! What Android and Spotify version are you using? We'll see what we can suggest /RB,App / Device Issue
Can you help me,Hey! We just responded to your DM. We'll keep helping out there 🙂 /TY,General / Other Support
I’m talking like recently played for specific songs not just played playlist or artist of or from the song.,Hi there! We actually have a pretty nifty way of finding those tunes that have slipped our minds. Check out this infographic for a quick rundown. Stay awesome 🤘 /AV,General / Other Support
add echame la culpa on top Today's hits,"Hey there! Our Curation team are independent & use taste, data, research, and trends to create and update playlists, but we’ll pass on your suggestion 👍 /DB",General / Other Support
where's the music? #spotify #broken,Hey Cheryl! Can you tell us a little more about what's going on? What device and OS/versions of Spotify are you using? Let us know /TF,General / Other Support
"1.0.65.320.gac7a8e02 and High Sierra. I can no longer browse devices (Sonos doesn't show, either does my PS4, not that I use it). Thanks btw",No worries. Could you try a reinstall with these steps: Does that help? /RK,Spotify Connect / External Devices
"Dear I've asked a couple of times, nicely I may add, for you to add a feature that blocks space rock from my Discover Weekly thread. There has never been a case for space rock, never will and you stick a disproportionate amount of its nonsense in my feed. Please fix x","Hey Paul, we hear you! Show your support for a similar idea in our Community: /JP",Feature Request / Product Feedback
I have just DM'ed you about a payment problem,Hi! We've just sent a DM your way. Let's carry on chatting there /GK,Premium / Billing / Subscription
I won't take no for an answer or stop so make it happen!,"At this time, we're afraid it's not possible for us to retrieve the info. Thanks for sharing your thoughts /NQ",General / Other Support
"Hi. I've upgraded to Premium for Family but still pending for update. Please advise, thanks.",Hey! We've sent you a DM. We'll carry on chatting there /LO,Premium / Billing / Subscription
"y'all need more widgets on Android. The default one is 4 tiles wide, but my screen supports 5 tiles. This leaves a weird looking gap on the sides ☹️",We hear you 🎧 Rest assured your feedback will be passed on to the right folks /DF,App / Device Issue
daily tweet saying how annoyed i am that Pabllo Vittar's music is not on spotify UK. sort it out,"Hey Tom! We’d love to have everything available, but we have some info about content here: /NG",Music / Content Availability
There are no error messages. Ill try to play it and it just wont and this isnt the first time. Im just wondering why I cant play it,We understand. Can you DM us your account's email address? We'll take a closer look /BE,Playback / Streaming Issue
any plans to use the playback interface from the Time Capsule mode for normal playback? It’s so much nicer!,"Hey! Thanks for sharing your thoughts. We appreciate the feedback, and we'll pass this along to the right team 🙂 /M",Playback / Streaming Issue
"I’m on iPhone SE, iOS 11.0.2, latest version of Spotify","Thanks, but could you check the exact Spotify version for us? Just go to Your Library > Settings > About. We'll wait for your reply /JP",App / Device Issue
you should add a Recently Played Songs feature because you don’t know how many times I hear a song I like but can’t find it again.,Hey! You can check out your Recently Played contents in Your Library. More info here: Let us know if you have any other questions /MC,Feature Request / Product Feedback
if you care please add Expensive Girl by Kim Namjoon onto Spotify,"Hey! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: /JS",Feature Request / Product Feedback
"for some reason this happened when i left spotify open for 2 hours playing music and then closed it, It was using 20GB of ram and 40% cpu. spotify version is 1.0.67.582.g19436fa3 . I'm testing it again with just spotify open, i'll update on what i find","Hey, that doesn't sound right. Has this happened before? If not, can you try the steps here for us: /RH",App / Device Issue
Here’s some feedback from several years ago Leaving until you fix this.,"Hey, thanks for your feedback! We'll be sure to pass this on to the right folks. Give us a shout if you need help with anything else /CH",Feature Request / Product Feedback
if you don’t fix this damn bug where my phone pauses my music every .002 seconds and switches to siri i’m getting apple music,Hey there! Could you try uninstalling and reinstalling the app? Let us know how it goes /DF,App / Device Issue
"So I can play Spotify from within the Sonos app, but can't play from the Spotify app (Android) to Sonos. Can see Sonos in _devices available_ but just won't connect. Any solution to this yet?","Hi Jeffrey. Don't worry, help's here. Can you tell us what Android and Spotify app versions you have on your phone? We'll see what we can suggest /JU",Spotify Connect / External Devices
did your iPhone X arrive yet?,2: downloads to get the latest update once it's available: Let us know if we can help with anything else /MC,App / Device Issue
"gotted logged out of my account and when I yty to log in, says I don't have an internet connection. Both on wifi & 4g. Anyfix?","Hey Matthias, that's not cool! What device, operating system, and Spotify version are you using? We'll see what we can suggest /JE",Account / Login
Ill give this a go at lunch and get back to you - nice one,Cool! Keep us posted 🙂 /DR,General / Other Support
I get normal emails from Spotify but language isn't English.,Can you DM us your account's email address? We'll take a look backstage /BD,General / Other Support
how does a tech giant not have the ability to update their UI for the iPhone X. It’s genuinely embarrassing for your brand.,Hey there. We understand - we’re working on it as we speak. Stay tuned! /CB,App / Device Issue
Not free lol..,Hi Eldela! Spotify Free still lets you stream music with ads in between. Hope this clears things up /MU,General / Other Support
glad I’ve been paying for Spotify+Hulu premium for students even though Hulu won’t connect to my account #Spotifysucks,Hey Joe. We're sorry you feel that way. Could you send us a DM with your account's email address so we can take a look under the hood? /LS,Premium / Billing / Subscription
HELLO?????? I need help! I can’t get an answer from you guys here or by email! I need help my account has been stolen!,Hi! Sorry for the delay. We've just sent a DM your way. We'll carry on helping out there /AR,General / Other Support
"You need to bring back Touch Preview!! ASAP! Literally the only reason I used you guys over other music apps! Also, this bullshit with only being able to download 3,333 songs for offline listening is complete B.S! I pay for Premium, there should be NO limit!","Hey Chris! We have more info about this here: As for the limit, we'll make sure to pass on your feedback to the right team. Let us know if you have other questions /GK",Premium / Billing / Subscription
can we get the Josie and the Pussycats soundtrack on please? Cc;,"Hey Blake, we’ll have it available to you as soon as it’s available to us! For now, check /SY",General / Other Support
"Alright, reinstall didn't help - Uninstall, reboot, Install did help - fixed, #Spotify day 2 - a good start",Great! Glad to hear it's working. Just let us know if we can help with anything else. /CO,App / Device Issue
Apple the playback quality of your tunes vs Spotify is very disappointing and Spotify you need to wake up on Apple Watch playback ASAP!,Hey! Check out the official idea and add your vote to let our devs know it's something you'd like to see: /AR,Playback / Streaming Issue
Can we work on getting a select feature? So it's possible to select more than one song to add/remove from playlists at a time. It takes multiple steps for one song and takes entirely too long if you're trying to make a party playlist with 100+ songs.,"Hi Torie! You can remove multiple songs in the desktop app by clicking on the songs while holding down the Shift or Ctrl buttons for Windows, and cmd if you're using Mac. You can also support this function for mobile by voting for it here: /HR",Feature Request / Product Feedback
And I love the feature on my other devices! Which is why I want it on more! :P thanks again!,"You're welcome! For anything else, just give us a shout. 🙂 /MU",Feature Request / Product Feedback
I've had to change the Chromecast to YouTube or Twitch just to turn the Spotify Chromecast off.,Can you try reinstalling the app on your phone using the steps here: Keep us posted /LM,Spotify Connect / External Devices
I can't login to my Spotify acct thru the Groove app to move my music over. Checked the credentials on my phone too,1: Hi there! You'll be able to move your music from Groove to Spotify starting from the 9th of October. More info here...,Account / Login
Thank you for a prompt response:),"You're welcome! If you ever need us again, just give us a... 🙂 /AR",General / Other Support
"Also, everyone tweet and tell them to allow a Save To Device function for Android Wear.","We hear you loud and clear, Cooper! We can’t make any promises but we’ll pass your feedback onto the right folks /MX",App / Device Issue
I LOVE when gets rid of all of my music and I have to download 1500 songs again 😁😁😁😁,Hi! Sorry to hear that. The steps under “Downloads unexpectedly removed” at should help with this. Check it out /MC,General / Other Support
how do i log into my premium profile when I don't remember my log in name or user name??,"Hey Jon! Don't worry, help's here. Could you DM us any email addresses you may used to create your account? We'll take a look backstage /MT",Account / Login
"No it doesn't unfortunately, happened sometime after a recent update on Android",Got it. Best thing to try here is a reinstall. Just follow the steps at Let us know how that goes /TF,App / Device Issue
"someone's iPhone is connected to my account, I tried signing out everywhere it did nothing",Hey Stew! Help's here. Can you DM us your account's email address? We'll take a look backstage /RA,App / Device Issue
I went to sign up with premium student but then i stopped when it asked for documents but my account has still been charged,Hi Jenna! Help's here. Can you DM us your account's email address? We'll take a look backstage /MG,Premium / Billing / Subscription
No it's a downloaded playlist. It stops playing half way through the song. You can't skip forward or back then the app crashes,Can you send us the Song Link? Just tap the three dots > Share > Copy Link. We'll check things out /NG,App / Device Issue
no error messages just won't play any songs saved.,"Hmm. Is this happening on 3G/4G, WiFi, or both? Does restarting your device make any difference? /KB",Playback / Streaming Issue
Send me a random playlist. I need new music. No country please! User: Mick Songer,Hey Mick! We've brewed something up for you: Hope you like it 🎧 /NQ,General / Other Support
could you clarify what the design goal is for your apps? They look like something a toddler would do. Messy and makes no sense,"Hi Andreas! We're afraid we don't have any info to share right now, but we'll make sure to pass your feedback on to the right team /AU",General / Other Support
"I just moved to london, and the app kicked me out and won’t let me login or even create a new account. Updated my country on and still no luck. I’ve tried everything! Please help!! 🙏","Hi Holleigh, calvary's here! Can you DM us your account's email address and username? We'll take a look backstage /TX",Account / Login
Shout! be in India soon ..,"We hear you. Rest assured, your feedback will be passed on to the right folks /NQ",General / Other Support
why do you make it so hard to unlink or login facebook accounts and email ? I cant login either way regardless.,Hi Simon! We've replied to your DM. Let's carry on chatting there /RI,Account / Login
"J-pop isn't Spotify's strongest feature. A lot of important idol and band is missing, having incomplete discography, or just a few songs.",2: We'll definitely pass on your thoughts to the right team as well. Hopefully we'll have more of that content for you soon /NJ,Feature Request / Product Feedback
"Hey , the scrub bar there seems like it’d also be a good place to display the name of the current song.","Hey! This sounds like a good idea. You could suggest it in our Community, and get support from other fans: /MU",General / Other Support
Thank you but will I be notified before it starts charging me after the 30day trial?,"We're afraid not. If you don't want to be charged after the trial, you can cancel it immediately and it'll expire when the trial is up /JP",General / Other Support
"Why cant I post to tumblr anymore, has the permission but wont log in",Hey Kaye! What device and Spotify version are you using? We'll see what we can suggest /BH,Account / Login
MY DOWNLOADED MUSIC KEEPS DISAPPEARING FROM MY IPHONE AND I KEEP HAVING TO REDOWNLOAD IT I NEED HELP,Hey! Sorry to hear that! See the steps under “Downloads unexpectedly removed” at They should help with this /RA,App / Device Issue
can't play any music in album page on Windows 7 64-bit version 1.0.68.407.g6864aaaf. all other music plays fine. attached image to show what it looks like when i try to play a song from album page. if i play the exact same album in my files it works fine.,"Got it. Just to make sure, are you connected on a wired or wireless internet connection? /MT",Playback / Streaming Issue
really looking forward to full support for the iPhone X! Any ETA for an app update?,Hey Sid. We hear you. Our devs are working on it as we speak. Stay tuned for updates /JU,App / Device Issue
I want to do this but what if I don't have a Hulu account would I use my Spotify information to log in?,Hi! You'll have the option to create a Hulu account when applying for the student discount. Just head here: /BX,Account / Login
just upgraded to premium and my phone will not download my playlist,"Hi Denis! The cavalry's here. What device (make and model), operating system, and Spotify version are you using? Are you getting any error messages? A screenshot can be handy /AU",Premium / Billing / Subscription
"login button on the app doesn't work, help!!",Hi there! Help's here. What exact device/operating system are you currently using? /ST,Account / Login
"well, webservice should be clear ;) as in your website... both chrome and firefox, on windows 7. The newest android app (updated just today) on... android o_o",2: Does a device restart make a difference? We'll be on the lookout for your reply /JM,App / Device Issue
why was I not notified about needing to re-verify my student account eligibility? I tried to get the student account again and the website now says I’m a student but I still can’t access Hulu. Do I have to wait a whole month? And can the $9.99 be reversed?,Hey there! Could you DM us your account's username and email address? We'll take a look backstage /DF,General / Other Support
"Also I still wish they would bring back the ability to shuffle all the songs in a folder, across multiple playlists.","2: As for shuffling songs in a folder, we'd recommend sharing your thoughts here: 💚 /NG",Feature Request / Product Feedback
"Figured it out! If you sign in with your email as the username it opens your account but not premium, only a free account. Is this a Glitch?",Hmm. It's possible that you have another account which is on Free. Can you DM us the email address you used to log in? We'll check under the hood /KM,Account / Login
"It’s when playing with my musiccast wx010 , using my iPhone 6s, most up to date iOS, and fully updated spotify",Thanks! Can you send us a screenshot of the error message you're getting? We'll take a look /PL,App / Device Issue
I paid for premium on the 19th... It works on my phone. when on my desktop it says free,Hey Eric! We'll help out. Can you DM us your account's email address? We'll take a look under the hood /AN,Premium / Billing / Subscription
"Good evening, folks changed my premium plan for family plan. My wife received an invitation but nothing happens.",Hi! Help's here. Can you DM us the email addresses registered in both yours and your wife's accounts? We'll take a look /DD,Premium / Billing / Subscription
"Hit play & it stops. Anything from 1 to 3 secs. Working fine now. Does happen 2 to 4 times a week. Sorts itself in mins to an hour, as you keep checking. Using an HP Spectre x2 laptop (detachable) Windows 10. I've looked through Settings for 'search for updates' but to avail.","Thanks for the info. Just to check, are you using a shared/public or private WiFi connection? If you're at home, can you restart your router? Let us know how everything plays out /WP",General / Other Support
please answer my DM,Apologies for the delay. We've just replied to your DM. Check it out /DB,General / Other Support
i need to change the username on my account. Can you help?,"Hey there, the cavalry's here! Can you DM us your account's username or email address? We'll continue helping out backstage /AG",Account / Login
How can i send some ideas to improve spotify services and how can i apply to work with you people !,1: Hey Allan! We'd suggest posting your ideas at We'd also love to have you on the team.,Feature Request / Product Feedback
I just discovered Lorne Balfe ....but why no bio on #Spotify ?,"Hi Hans! Looks like the artist haven't entered any info in his profile yet. No worries, once the artist updates this, his bio will show /NY",General / Other Support
Thank you very much.,No worries. Feel free to send a tweet our way if you ever need any help with anything. We'll be... /MU,General / Other Support
We have a family account under the email __email__. 2 accounts work - the other two invites don't. Help.,"Hey Mya, help's here. For your security, we'd suggest deleting your tweet as it contains your private info. Can you DM us instead? /JE",General / Other Support
"I saved the song Gummo by 6ix9ine yesterday and it played, but for some reason it's not playing now. What's going on?",We hear you! Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again soon /TB,Playback / Streaming Issue
"udah 1 minggu kayak gini, udah lapor ke bank katanya gak ada masalah. Ada solusi? Terimakasih.","Hey! We can help out in English via Twitter, but we also have Indonesian support via email at /NY",General / Other Support
I got charged twice in September. Can you please help refund this money back. Thanks,"Hi Francesca, help's here! Can you DM us your account's username or email address? We'll take a look under the hood /PL",Premium / Billing / Subscription
"Hi there, can you help me pls locate my account? paying for Spotify but can't find my log in details - will DM you",Hey! We've sent a reply via DM. We'll carry on helping out there /AY,Account / Login
I’ll be waiting till next Friday hoping for some ear porn. Thanks for chatting,"No worries! If you ever need us again, just shout 🙂 /MQ",General / Other Support
Thanks a lot 😬,"You're welcome! In case you need help with anything else, don't hesitate to get back in touch 🙂 /JT",General / Other Support
i went to go get premium it charged me but aint give me premium!,"Hey there, help's arrived! Could you send us a DM with your account's email address and username? We'll take a look backstage /RV",Premium / Billing / Subscription
"It plays on my phone, just getting nothing on my computer.","Thanks. Can you tell us more about what's happening exactly? If you can send us a screenshot with the error you're getting, that'd be great /HR",App / Device Issue
Where is “wanna be that song”,"Hi there, we're here to lend a hand. What country is your account set to? We'll take a look backstage /AK",General / Other Support
DID YOU KNOW In order to clear the cache left by #Spotify playlists on your iPhone you need to delete/reinstall the app? Really. Seriously.,"Hey Jake! This isn’t possible right now, but you can add your vote here to help make it happen: For anything else, just give us a shout /MA",App / Device Issue
Is it possible for people to steal service for family premium? I just looked at my account and had 5 people in my family that I've never heard of. They've probably been using my account for a while now and I just realized it. I've taken down their emails. :(,Hey David! Can you DM us your account's username or email address? We'll take a look /YM,Premium / Billing / Subscription
What if I’m a Starbucks partner? Can I jus get the Hulu for 4.99?,Hey! We're afraid it's not possible as Hulu is only bundled with the student discount. More info about this at /SJ,General / Other Support
"Yes, w/the Stranger Things 2 soundtrack and gladly w/nothing else so far. Here’s the screen. No big deal if it’s only for that album. Thanks",Thanks! That effect is an easter egg that only shows up on select Stranger Things related albums and playlists. Hope this helps 🙂 /TB,General / Other Support
make a better app. Won't even load the page so I can update payment method 👌 real quality app here crashing every time I try..,Hey Trenton! Does clearing your cache/cookies help? You might also want to try using an incognito window. Let us know how it goes /KL,Premium / Billing / Subscription
Still no iPhone X support for the app and they just pushed a new update!? Come on guys!,"Hey! We don't have any info from our developers on this right now, but you can vote for the idea here: /TJ",App / Device Issue
"Shame, will switch to Tidal for the Hi Fi element then, it's pretty noticeable on my new player your service has been great otherwise!",Sorry to hear you feel that way. You can show your support for the idea by voting for it here: /PL,General / Other Support
hi is adding song is not available for spotify in malaysia?,"Hey there, we'd love to help out! Can you let us know what's happening exactly? /LO",Music / Content Availability
"Sorry,I am in the 1 month free trial period. Is there anyway I can benefit from this offer?",Hey there! We've responded to your DM. Let's continue our conversation there 🙂 /DN,Premium / Billing / Subscription
I wish you could direct message people on . Like you're listening to a song and something clicks and you want to mention it.,"Hey, we have some info about this here: Give us a shout if you have any other questions /CB",Feature Request / Product Feedback
"#Chromecast implementation is a desaster. Long gaps (5s) betw. songs, listening live/concept albums a torture. pls take care",1: Hi. We're sorry you feel that way. Can you send us a link to the live albums you're listening to? You can get this on mobile by...,Spotify Connect / External Devices
why cant i download anything?? it says there is no space but i have nothing saved...,"Hi Anna. Don't worry, help's here. Can you DM us your username or email address so we can check? /JU",General / Other Support
"hey y'all. Wondering if there will be a mobile feature soon to share a song with one of your followers, vs in a msg or soc. med?",Hi Cody! This sounds like a great idea! Suggest it in our Community at and get support from other users /GT,Feature Request / Product Feedback
send help m8,"Hey, help's here! Can you let us know the device, operating system, and Spotify version you're using? We'll see what we can suggest /JE",General / Other Support
"Congratulations you’re about to join the family plan of... and it’s one of their names, not mine",Could you DM us your account's email address? A screenshot of one of the invites would be great too. We'll check things out /CX,General / Other Support
just opened up Spotify to find all my playlists were deleted and recent music were songs I haven't ever played. Was I hacked?,Hey Patrick! Can you DM us your account's email address or username? We'll take a look backstage /MT,General / Other Support
hello! I'm subscribed to student premium but somehow it's charging me without the discount? (Its been 2 months),Hi Katie! We've just replied to your DM. Check it out 🙂 /JP,Premium / Billing / Subscription
"hey, can you respond to my DM? having trouble with my account",Hi! We've just replied to your DM. Let's carry on chatting there /AP,General / Other Support
gotta step up their game and get Garth Brooks,We'd love to have him on Spotify! Hopefully we will in the future. Check this out: /KM,General / Other Support
"I can log in using Chrome, I can direct to an album/playlist, however when I try and PLAY music, the button is pressed but nothing happens.",Thanks for letting us know. Can you try using a different browser or an incognito window? Does this help at all? /ME,Account / Login
". ^ you need to put this up. Like, right now. #RIPAIM","Hi there! We appreciate your feedback, and we'll be sure to pass it on to the right folks. Let us know if we can help with anything else /LM",General / Other Support
hey guys. How can I access my premium account when I've lost password & don't have that email anymore? need in urgently!! :),"Hey, help's here! Could you send us a DM with your account's username and email address? We'll see what we can suggest /NJ",Account / Login
why did you guys remove “The Front” by and where is “secure the bag”!?!? Sort it out man,Hi James! We've just sent a DM your way. Let's carry on chatting there /HC,General / Other Support
you should please add some more kpop groups like got7 and twice and day6 and stray kids and so many more.,"Hey there! We'd love to have them on Spotify. Hopefully we will in the future. If you have any other questions, we're just a tweet away /RS",Feature Request / Product Feedback
Wtf why is album not in yet?!? #RepuationOutNow #reputation,"Taylor Swift's 'Reputation' isn't available to stream just yet – stay tuned! For now, check out the singles: /MX",General / Other Support
"ok seriously? Login keeps saying wrong password, I changed it, still doesn’t work? Messaged and no response 😒",Hey! We've sent you a DM. We'll carry on chatting there /LO,Account / Login
"Incognito did the trick, apparently I had to create a community account first but that wasn't triggered with my existing logged in browser.","Awesome! If you need anything else, we're just a tweet away /TF",Account / Login
I can’t change my email because I can’t remember my password. I also do not have access to the email listed. - Heathbones,"Hey Heath, help's here! Can you DM us your account's email address? We'll take a look under the hood /RS",Account / Login
I believe in you guys! It’s just something I’ve always thought would be cool and I keep clicking on my fiends like I can say “cool tune” or thumbs up or whatever and then get sad about it. 😔,"Thanks for sharing your thoughts! Fingers crossed that'll be possible soon. If you have anything else in mind, just give us a shout 🙂 /RH",General / Other Support
"Hi team, I registered Spotify when I was in London. But now I have moved back to China, so I always need to use VPN with a US IP to use spotify. Whenever I try to log in, it tells me I can't log in abroad. And I don't want to buy premium account all the time...",Hi there. Fingers crossed we get to China soon. We're launching in new countries as often as possible. Be sure to add your email at /QI,Account / Login
I sometimes get the feeling that your shuffle algorithm is flawed??? Or better yet is it truly random or based off listening habit?,Hey there! We’ve recently made some improvements to our shuffle algorithm. We’d love to hear your feedback here: /AR,General / Other Support
Infuriated! I need to cancel my subscription. I can’t do that via the app & I can’t login for help as I can’t access my FB,"Hey Abbie! Don't worry, we're here to help. Can you DM us your account's email address? We'll check things backstage /RI",Account / Login
my daughter invited me to join family plan. Keep getting error message. Premium code not valid. Help please.,"Hi Mike, help's here! Can you DM us the email address on your daughter's account, along with yours? We'll see what we can suggest /NJ",Premium / Billing / Subscription
"permisi, saya kmrn ingin berlangganan premium yg promo trus gagal, tp di kartu kredit saya sdh masuk transaksi. itu bagaimana ya?","Hey! We can help out in English via Twitter, but we also have Indonesian support via email at /AR",Premium / Billing / Subscription
Hi! Is #AlmostLikePraying not available in the UK? :-(,Hi Chloe! We’ll have it available to you as soon as it’s available to us. More info here: /NY,Music / Content Availability
", please Bring back Julion Alvarez . My morning car rides to work just arent the same 😭😩","Hey there! We’d love to have all of their stuff available again, but we have some info about content here: /MT",Feature Request / Product Feedback
Would like to thank for being nice enough to credit the month we weren't able to use the service due to #HurricaneMaria.,You're welcome! We're... Stay strong Puerto Rico 😍 /CO,Feature Request / Product Feedback
"actually all is going through my account: __email__, thanks!",Thanks! We'd suggest deleting your previous tweet as it contains private info. Could you DM it to us instead? Keep us posted /GU,General / Other Support
errors all over the app and website fam.,Hey. This is fixed! Everything should now be running as smooth as this guy's voice: /JE,General / Other Support
"The ""artist"" linked to this song/album is wrong... it's Braids, not ""The Braids""",Hi Lindsay. Thanks - we'll get this reported. Great detective work! 🔍 /GT,General / Other Support
My account was hacked - why don't you have a customer support phone number? I need to talk to someone about this ASAP,"Hey, sorry to hear that. We don't have telephone support at the moment, but you can head to for what to do next /MG",App / Device Issue
Anyone having problems with their telling them their password is incorrect and the website timing out so you can’t reset password?,"Hey David, help's here! Could you DM us a screenshot of what you're seeing on your end? We'll see what we can suggest /CG",Account / Login
i want to have a refund bcuz i have a debt of 400$ from yall and its only been a month,Hey Lauriane! We've just sent you a bit more info over DM. We'll carry on helping out there /DD,Premium / Billing / Subscription
"Hi, i just recieved an email saying my email address has been changed and now i cannot log in to my account. Can you help?","Hey Steve, we're sorry to hear that! We'd suggest checking out for what to do next /RH",Account / Login
No point. I've cancelled the family subscription. I'd rather share the 1 account with my wife than try to jump through those sign-up hoops.,We understand where you're coming from. We'd still love to turn things around for you. Can you tell us more about what happened? /RE,Premium / Billing / Subscription
Bring back NUS !,Hey there! Thanks for the feedback – we appreciate it. We’ll get this passed onto the right team /NQ,Feature Request / Product Feedback
"Hey , the button create similar playlist doesn’t work in MacOS (1.0.67.582.g19436fa3). Login out and restarting doesn’t work.","Hey Daniel, that doesn't sound right. Can you check if your OS X version is up-to-date? If it is, let us know. We'll see what we can suggest /JE",Account / Login
And that is the annoying part. I thought this was supposed to be a seamless experience.,Sorry to hear that. Can you DM us your account's username or email address? We'll take a look backstage /AP,General / Other Support
"Why does my music keep playing when I pause/quit the app (on Android)? Skip track, etc too. Then it suddenly does all at once.","Hey there! That doesn't sound good. Can you let us know the device, operating system, and app version you're using? /PB",App / Device Issue
What a bad way to start the day remind me what I'm paying for? #3333,"Hi Louie! We're afraid there's currently a 3,333 track limit that you can sync offline. More info here: /NJ",General / Other Support
Why isn’t there a play next option get with ittt,Hey Colt! Can you let us know the device/OS and Spotify version you're using? We'll check things out for you /YM,General / Other Support
Hey Id love it if i could stop spotify connect. I want music playing on my computer for my house and my phone for me. I cant do bth,"Hi Ben! We're afraid it won't be possible to stream music on two devices at the same time using one account. Anything else, let us know /DV",Spotify Connect / External Devices
What you mean it's from 2005! How is it not available to y'all yet,"2: Thanks for sharing your thoughts, we'll pass it on to the relevant folks /SY",Music / Content Availability
I can't play our church's album on the spotify in my laptop but it does play on my phone. what should I do?,Hi there! Can you let us know your laptop's operating system and Spotify version? Does restarting help? /NQ,App / Device Issue
I was wondering why ‘Wherever I Go’ by Hannah Montana isn’t on Spotify.. it was on Spotify at one point. ❌,"Hi, sometimes content gets temporarily removed due to licensing changes. There's info about Spotify content at /DD",General / Other Support
yep. thanks!,You're welcome! Have a great day 😁 /SY,General / Other Support
has Bruce Springsteen's catalog been removed from Spotify?,Hey Stephen! We can confirm that Bruce Springsteen is on Spotify. Can you Dm us a screenshot of any error messages you're getting? /TF,General / Other Support
"Hi, my account has been hacked and my email address changed. I now can't access my account at all. Help!","Hey Rob, that's not cool! Could you DM us your account's username and email address? We'll take a look backstage /JX",Account / Login
"question, ininvited my dad on spotify familie. But his acount is stil on free instead of premium. What can i do",Hey there! Could you send us a DM with your account's email address as well as your dad's? We'll check under the hood /MA,Premium / Billing / Subscription
"what’s happening with music quality, so many glitches. songs restarting, songs playing at double the speed not really a premium experience for a premium subscriber","Hi James! Don't worry, we'll sort this out. What's the exact device, operating system, and Spotify app version you're using? Did this start happening after any specific updates? We'll see what we can suggest /NJ",Premium / Billing / Subscription
"wow - ""Premium for Family"" isn't much use if I can't tell it which are kids (and filter!) and which are adults. ""Spotify for adults who live at the same address"" probably closer...",Hey there! We could see why you'd like to filter explicit tracks. Vote here to show your support for the idea: /MA,Premium / Billing / Subscription
sad to say Spotify is not in India,Hey Prajwal! We're launching in new countries as often as possible. Be sure to add your email at /K,General / Other Support
ok thx,"No worries. If you have other questions, just give us a shout 😉 /GS",General / Other Support
"who tf decided to take down Take Care off of spotify that’s my favorite drake album my mental health RELIES on this I need ANSWERS do something, I beg of you",Hi Collin! Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again soon. /XF,General / Other Support
"I pay $10 a month for my music to skip like a skipping walkman?! What is this, 1999?!","Hey Molly, that's not cool! Can you give us more info about what's happening? We'll see what we can suggest /KL",Playback / Streaming Issue
"Hi there, I cannot sign up for a new account on a Mac or iPhone. How do I do now?",Hey! We've just sent a DM your way. Let's carry on chatting there /NQ,App / Device Issue
What’s the haps ? 🚫 🎶,"Hi Andrew, thanks for bearing with us. Spotify should be working perfectly again! /GN",General / Other Support
"Having issues with account on different devices. Added Premium when I was on work computer, but isnt showing up when I log in from home computer","Hi, help's here! Can you send us your account's email address or username via DM? We'll take a look backstage /GT",Account / Login
"kemarin dapet sms begini, dan pembayaran melalui balance 3(udh kepotong). Tp kok statusnya masih pembayaran gagal ya? Help dong.","Hi there! We can help out in English via Facebook, but we also have Indonesian support through email at /DB",General / Other Support
Both my and accounts are hacked... what a great week I’m having 🤦🏽‍♂️🙄,"Hey there, we’re sorry to hear that. Check out for what to do next /TB",General / Other Support
Thank you but I already got it fixed☺,Awesome! Let us know if you ever need us again. We'd be... /RB,General / Other Support
